Date,CHRW_Volume,CHRW_Close,EHC_Volume,EHC_Close,DHI_Volume,DHI_Close,LW_Volume,LW_Close,FAST_Volume,FAST_Close,THG_Volume,THG_Close,ATO_Volume,ATO_Close,TGT_Volume,TGT_Close,WCC_Volume,WCC_Close,AMG_Volume,AMG_Close,XLK_Volume,XLK_Close,XLF_Volume,XLF_Close,XLI_Volume,XLI_Close,XLV_Volume,XLV_Close,XLY_Volume,XLY_Close,XLP_Volume,XLP_Close,XLU_Volume,XLU_Close,XLRE_Volume,XLRE_Close,XLC_Volume,XLC_Close,XLE_Volume,XLE_Close,XLB_Volume,XLB_Close,SPY_Volume,SPY_Close,sp500_Volume,sp500_Close,days,week
2020-01-16,2758100,72.67235565185547,1111188,59.377140045166016,3461800,51.91631317138672,682000,81.98917388916016,11917200,15.82210636138916,293600,119.85946655273438,785000,98.32272338867188,9361600,98.23721313476562,929900,54.336368560791016,301600,85.89925384521484,11543200,45.75499725341797,34444000,27.518455505371094,9493300,76.40890502929688,5479900,94.43909454345703,8699000,60.45380401611328,8048600,54.033103942871094,21797600,27.289833068847656,4244500,32.085784912109375,2031600.0,52.91505432128906,16449000,22.9397029876709,18799800,26.8402099609375,54050300,302.41705322265625,3540580000,3316.81005859375,14,628
2020-01-17,2780300,69.76890563964844,893350,58.79261779785156,4468700,52.22568130493164,908500,81.53868865966797,25703600,15.605829238891602,188100,120.22200012207031,602100,98.55415344238281,7303800,98.74394226074219,1509200,54.16171646118164,294300,85.16337585449219,21661000,46.063297271728516,38819400,27.598499298095703,7013400,76.4179916381836,6533400,94.43909454345703,13473200,60.66710662841797,14902700,54.126407623291016,26517600,27.479171752929688,3014700,32.12636947631836,6103700.0,53.329036712646484,23818200,22.79319190979004,10894400,26.959264755249023,95846000,303.35833740234375,3726220000,3329.6201171875,15,628
2020-01-21,1497500,69.30227661132812,446989,58.984989166259766,3288800,53.40687942504883,1010900,82.16935729980469,12953800,15.194479942321777,200200,119.66095733642578,925500,99.35986328125,8188000,96.3116683959961,994900,53.52132034301758,347000,84.90481567382812,17975000,46.04432678222656,41276500,27.36725616455078,13005000,75.57603454589844,6644800,94.53850555419922,8003800,60.48225402832031,11300300,54.312992095947266,47753000,27.730257034301758,2329500,32.450950622558594,3182000.0,53.2819938659668,34709200,22.384521484375,7614800,26.668245315551758,77742400,302.76434326171875,4104840000,3320.7900390625,19,629
2020-01-22,1045600,69.3973388671875,492367,58.88140869140625,2415400,53.82872772216797,1001400,82.16036224365234,7003200,15.236886024475098,174600,119.8853759765625,690900,99.5055923461914,5070600,96.19342041015625,548200,53.31756591796875,609300,85.56114959716797,15491600,46.21033477783203,27391000,27.447301864624023,7490500,75.17769622802734,9431500,94.656005859375,7930200,60.45380401611328,8046500,54.35539245605469,21683200,27.816694259643555,5815200,32.19126892089844,4542800.0,53.25375747680664,29355400,22.168617248535156,5475000,26.562419891357422,48914900,302.8009033203125,3623780000,3321.75,20,629
2020-01-23,1078000,68.95662689208984,581614,58.437469482421875,4510100,55.30052947998047,901300,81.8900375366211,6267200,15.292019844055176,404200,118.66827392578125,672300,100.1827163696289,4641500,97.5700454711914,1367600,52.30845642089844,629000,84.99431610107422,14956400,46.428504943847656,43072300,27.37615203857422,10758500,75.99250030517578,8522600,94.1769790649414,7991800,60.54386901855469,14563100,54.304500579833984,25938600,28.063663482666016,2637800,32.499629974365234,1985600.0,53.037353515625,26556000,22.08380126953125,6925200,26.53154945373535,51963000,303.148193359375,3766710000,3325.5400390625,21,629
2020-01-24,930200,68.80107879638672,378608,58.33387756347656,6602500,54.85055160522461,519000,81.7098617553711,8327800,15.063020706176758,222000,118.03816986083984,699400,100.61128234863281,4338900,96.5481185913086,1048000,51.56134033203125,378800,82.44857025146484,23617400,46.21033477783203,58924900,27.02927589416504,13402200,75.6394271850586,15962700,92.6043472290039,11381800,59.70014953613281,11935100,53.93132781982422,28803000,28.13774871826172,2397900,32.450950622558594,3175800.0,52.3975715637207,40781200,21.82933807373047,10493400,26.341947555541992,87578400,300.4522705078125,3708780000,3295.469970703125,22,629
2020-01-27,1462100,67.80735778808594,763502,57.22401428222656,7759600,55.93799591064453,907200,81.47563934326172,12326000,14.948521614074707,225600,118.27124786376953,1026800,99.7627182006836,6779200,97.78117370605469,1337700,50.4552001953125,733300,79.35586547851562,35574600,45.1099739074707,50289300,26.61125373840332,15013800,74.2090072631836,11762300,91.89937591552734,15754200,58.80903625488281,8748400,53.7617073059082,22544400,28.067779541015625,6741600,32.31299591064453,5708800.0,51.57901382446289,43365000,21.224042892456055,13869200,25.77313232421875,84062500,295.6361999511719,3831050000,3243.6298828125,25,630
2020-01-28,2107400,67.29752349853516,834145,57.82334518432617,6038200,57.541046142578125,1016500,82.58381652832031,7447400,15.169038772583008,168600,119.1430435180664,599000,99.69414520263672,3865100,97.4940185546875,588600,51.11499786376953,444800,78.73934936523438,31184400,45.973182678222656,34257900,26.92254638671875,14918000,74.68881225585938,8079900,92.3512954711914,11815400,59.382564544677734,7899500,53.829559326171875,35056800,28.183025360107422,2904300,32.39414978027344,6526600.0,52.171756744384766,28600200,21.320423126220703,8982200,26.064151763916016,63834000,298.734130859375,3531570000,3276.239990234375,26,630
2020-01-29,4850500,63.434940338134766,729311,57.08345031738281,3610100,56.931705474853516,739700,82.9351806640625,7767600,15.224164009094238,147100,118.85820770263672,607700,99.69414520263672,5250600,96.50591278076172,709700,51.05678176879883,570400,79.03765106201172,21126600,46.09175491333008,41167500,26.87807846069336,10355100,75.08718872070312,6435700,92.09821319580078,5860000,59.34938049316406,8300800,53.55816650390625,21599600,28.25712013244629,5409600,32.22373962402344,5983800.0,52.08707046508789,27490800,21.09681510925293,7138400,26.14793586730957,53888900,298.4875183105469,3600250000,3273.39990234375,27,630
2020-01-30,1931600,62.769554138183594,465216,57.1500244140625,2413000,56.528602600097656,740200,83.20616149902344,8731200,15.433417320251465,133000,120.68814086914062,577200,100.61128234863281,4466400,96.8437271118164,2061800,49.13560485839844,593500,79.86304473876953,19933600,46.490150451660156,51210000,27.21605110168457,13158200,75.16865539550781,10989400,91.42941284179688,10461000,59.24985122680664,13824800,54.194244384765625,28808600,28.520551681518555,3847400,32.29677200317383,3163200.0,51.560184478759766,48861000,21.266450881958008,17398200,25.984783172607422,75491800,299.4561462402344,3790350000,3283.659912109375,28,630
2020-01-31,2216500,62.4066162109375,780723,56.99464797973633,3755700,55.49739074707031,932900,82.47454071044922,9414600,14.895339965820312,325200,119.61779022216797,3787700,100.31129455566406,6961900,93.52466583251953,1622500,46.97185516357422,993600,79.40559387207031,26964600,45.21430969238281,58958800,26.646831512451172,19083600,73.43042755126953,14476700,89.60370635986328,16844000,59.40151596069336,15280000,53.583614349365234,40949000,28.392953872680664,7586200,31.834224700927734,3635500.0,50.72280502319336,66861000,20.60331916809082,22041400,25.41156005859375,113845600,294.01861572265625,4529700000,3225.52001953125,29,630
2020-02-03,1542900,62.22515869140625,658040,57.098243713378906,2832900,55.0661735534668,1438200,82.87198638916016,9216600,15.309575080871582,178700,120.25654602050781,1245900,101.71701049804688,5186000,95.01949310302734,1072300,47.05917739868164,1461100,79.80338287353516,25075600,45.811920166015625,40168200,26.833606719970703,15676600,73.40327453613281,11850600,90.41715240478516,16019000,59.823387145996094,21797600,53.583614349365234,27095800,28.483503341674805,6254800,31.866687774658203,5905700.0,51.32497024536133,42578400,20.33344078063965,24321200,25.945098876953125,69083000,296.2027587890625,3760460000,3248.919921875,32,631
2020-02-04,1328800,62.415252685546875,564142,58.20811080932617,3994100,54.06308364868164,660600,83.3506851196289,7229800,15.770783424377441,163400,121.3095932006836,974000,100.47415161132812,3626000,95.64447784423828,1404500,47.25324249267578,560300,81.61323547363281,19097800,47.01188278198242,79273300,27.09153175354004,13597200,74.78840637207031,9575100,92.00784301757812,16697200,60.91358184814453,14290900,53.905887603759766,41384200,28.19949722290039,5309500,32.28054428100586,3504000.0,51.86126708984375,39639600,20.40669822692871,27190200,26.40367889404297,62573200,300.7173156738281,3996900000,3297.590087890625,33,631
2020-02-05,1106300,62.85596466064453,883797,58.66683578491211,3933900,55.9473876953125,973400,83.62163543701172,8142600,16.078258514404297,318000,120.45503234863281,1167600,101.38272094726562,3636700,97.5700454711914,1273000,48.708675384521484,890100,84.05953979492188,32697000,47.28696823120117,51086900,27.63408088684082,12835800,76.0377426147461,14131000,93.77931213378906,13354000,61.221675872802734,20911400,54.33842849731445,32610200,28.31474494934082,3049300,32.25619888305664,3771700.0,51.94594192504883,68764000,21.173919677734375,34300800,26.893129348754883,65951100,304.19000244140625,4121480000,3334.68994140625,34,631
